code,country,stateOrRegion,assetClass,year,unitOfMeasurement,greenHouseGasEmissionFactor
TUR,Turkey,Turkey,Hotel,2020,kgCO2e/m2/year,77.0086441
TWN,Taiwan,Taiwan,Hotel,2020,kgCO2e/m2/year,147.1244659
TZA,"Tanzania, United Republic of","Tanzania, United Republic of",Hotel,2020,kgCO2e/m2/year,72.88848877
UGA,Uganda,Uganda,Hotel,2020,kgCO2e/m2/year,42.82738113
UKR,Ukraine,Ukraine,Hotel,2020,kgCO2e/m2/year,64.10097504
URY,Uruguay,Uruguay,Hotel,2020,kgCO2e/m2/year,79.01931763
USA,United States of America average,United States of America average,Hotel,2020,kgCO2e/m2/year,83.93986852
UZB,Uzbekistan,Uzbekistan,Hotel,2020,kgCO2e/m2/year,131.817215
VCT,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Hotel,2020,kgCO2e/m2/year,115.9367676
VEN,"Venezuela, Bolivarian Republic of","Venezuela, Bolivarian Republic of",Hotel,2020,kgCO2e/m2/year,84.87921906
VGB,Virgin Islands (British),Virgin Islands (British),Hotel,2020,kgCO2e/m2/year,115.3426819
VIR,Virgin Islands (U.S.),Virgin Islands (U.S.),Hotel,2020,kgCO2e/m2/year,135.7066498
VNM,Viet Nam,Viet Nam,Hotel,2020,kgCO2e/m2/year,87.14857483
VUT,Vanuatu,Vanuatu,Hotel,2020,kgCO2e/m2/year,105.6963882
WSM,Samoa,Samoa,Hotel,2020,kgCO2e/m2/year,108.7698135
YEM,Yemen,Yemen,Hotel,2020,kgCO2e/m2/year,34.71564484
ZAF,South Africa,South Africa,Hotel,2020,kgCO2e/m2/year,125.3280411
ZMB,Zambia,Zambia,Hotel,2020,kgCO2e/m2/year,48.86619949
ZWE,Zimbabwe,Zimbabwe,Hotel,2020,kgCO2e/m2/year,90.21324158
ABW,Aruba,Aruba,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,112.817421
AFG,Afghanistan,Afghanistan,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,49.82073212
AGO,Angola,Angola,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,59.72252655
ALB,Albania,Albania,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,31.90221786
ARE,United Arab Emirates,United Arab Emirates,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,121.4885178
ARG,Argentina,Argentina,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,74.8843689
ARM,Armenia,Armenia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,34.26831436
ASM,American Samoa,American Samoa,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,111.4363327
ATG,Antigua and Barbuda,Antigua and Barbuda,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,107.8321609
AUS,Australia,Australia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,213.6893476
AUT,Austria,Austria,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,36.54477243
AZE,Azerbaijan,Azerbaijan,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,187.2650299
BDI,Burundi,Burundi,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,89.64407349
BEL,Belgium,Belgium,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,47.69763881
BEN,Benin,Benin,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,125.7706985
BFA,Burkina Faso,Burkina Faso,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,86.5545578
BGD,Bangladesh,Bangladesh,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,58.71415329
BGR,Bulgaria,Bulgaria,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,46.62538274
BHR,Bahrain,Bahrain,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,223.717514
BHS,Bahamas,Bahamas,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,215.9459076
BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,34.12342453
BLR,Belarus,Belarus,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,45.68132401
BLZ,Belize,Belize,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,89.45453644
BMU,Bermuda,Bermuda,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,122.7774887
BOL,Bolivia,Bolivia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,76.2463913
BRA,Brazil,Brazil,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,43.03486801
BRB,Barbados,Barbados,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,115.6968842
BRN,Brunei Darussalam,Brunei Darussalam,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,139.0602722
BTN,Bhutan,Bhutan,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,95.1037674
BWA,Botswana,Botswana,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,173.815506
CAF,Central African Republic,Central African Republic,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,85.31855011
CAN,Canada,Canada,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,54.86546017
CHE,Switzerland,Switzerland,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,20.33674507
CHL,Chile,Chile,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,74.54083252
CHN,China,China,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,85.66838115
CIV,Ivory Coast,Ivory Coast,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,122.907547
CMR,Cameroon,Cameroon,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,101.8578033
COD,"Congo, Democratic Republic of the","Congo, Democratic Republic of the","Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,63.94614029
COG,Congo,Congo,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,136.6511841
COL,Colombia,Colombia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,90.28056335
COM,Comoros,Comoros,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,97.8563385
CPV,Cabo Verde,Cabo Verde,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,92.96134186
CRI,Costa Rica,Costa Rica,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,78.79124451
CUB,Cuba,Cuba,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,48.20851135
CYM,Cayman Islands,Cayman Islands,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,113.8288956
CYP,Cyprus,Cyprus,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,109.6852582
CZE,Czech Republic,Czech Republic,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,65.57228793
DEU,Germany,Germany,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,117.2334497
DJI,Djibouti,Djibouti,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,116.1400528
DMA,Dominica,Dominica,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,92.77697754
DNK,Denmark,Denmark,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,38.18621887
DOM,Dominican Republic,Dominican Republic,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,110.6908875
DZA,Algeria,Algeria,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,60.82239532
ECU,Ecuador,Ecuador,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,61.90146637
EGY,Egypt,Egypt,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,36.20824432
ERI,Eritrea,Eritrea,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,53.75505829
ESP,Spain,Spain,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,17.90285115
EST,Estonia,Estonia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,157.3874959
ETH,Ethiopia,Ethiopia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,58.11159515
FIN,Finland,Finland,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,46.20705336
FJI,Fiji,Fiji,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,94.96136475
FRA,France,France,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,25.80583526
FRO,Faroe Islands,Faroe Islands,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,112.3505707
GAB,Gabon,Gabon,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,86.12310791
GBR,United Kingdom,United Kingdom,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,34.2477143
GEO,Georgia,Georgia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,40.07867432
GHA,Ghana,Ghana,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,109.6986084
GIB,Gibraltar,Gibraltar,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,109.3294296
GIN,Guinea,Guinea,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,119.5919571
GMB,Gambia,Gambia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,115.519928
GNB,Guinea-Bissau,Guinea-Bissau,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,91.03152466
GNQ,Equatorial Guinea,Equatorial Guinea,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,90.63157654
GRC,Greece,Greece,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,258.3494871
GRD,Grenada,Grenada,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,89.95570374
GRL,Greenland,Greenland,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,180.3362122
GTM,Guatemala,Guatemala,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,96.76740265
GUM,Guam,Guam,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,112.92276
GUY,Guyana,Guyana,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,95.78125763
HKG,Hong Kong,Hong Kong,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,258.3494871
HND,Honduras,Honduras,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,84.41082001
HRV,Croatia,Croatia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,57.67646408
HTI,Haiti,Haiti,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,107.262146
HUN,Hungary,Hungary,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,85.66838115
IDN,Indonesia,Indonesia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,82.65423584
IND,India,India,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,90.31778743
IRL,Ireland,Ireland,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,138.6081816
IRN,"Iran, Islamic Republic of","Iran, Islamic Republic of","Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,34.26864243
IRQ,Iraq,Iraq,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,111.2780533
ISL,Iceland,Iceland,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,185.7560883
ISR,Israel,Israel,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,106.6613388
ITA,Italy,Italy,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,86.18470881
JAM,Jamaica,Jamaica,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,59.27729416
JOR,Jordan,Jordan,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,37.1203537
JPN,Japan,Japan,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,117.2334497
KAZ,Kazakhstan,Kazakhstan,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,168.8424377
KEN,Kenya,Kenya,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,74.20821381
KGZ,Kyrgyzstan,Kyrgyzstan,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,33.27175903
KHM,Cambodia,Cambodia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,62.61336136
KIR,Kiribati,Kiribati,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,119.1407166
KNA,Saint Kitts and Nevis,Saint Kitts and Nevis,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,130.7610168
KOR,South Korea,South Korea,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,86.18470881
KSV,Kosovo,Kosovo,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,159.7924805
KWT,Kuwait,Kuwait,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,92.4426651
LAO,Lao People's Democratic Republic,Lao People's Democratic Republic,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,78.40968323
LBN,Lebanon,Lebanon,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,76.53709412
LBR,Liberia,Liberia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,81.71214294
LBY,Libya,Libya,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,175.8556976
LCA,Saint Lucia,Saint Lucia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,116.854599
LKA,Sri Lanka,Sri Lanka,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,33.82912445
LSO,Lesotho,Lesotho,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,35.86034012
LTU,Lithuania,Lithuania,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,90.31778743
LUX,Luxembourg,Luxembourg,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,143.3231751
LVA,Latvia,Latvia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,213.6893476
MAC,Macao,Macao,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,118.0898361
MAR,Morocco,Morocco,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,0.62445
MDA,Moldova,Moldova,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,33.40108871
MDG,Madagascar,Madagascar,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,63.28163147
MDV,Maldives,Maldives,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,94.19371796
MEX,Mexico,Mexico,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,90.51150149
MKD,North Macedonia,North Macedonia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,86.33765411
MLI,Mali,Mali,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,41.59464264
MLT,Malta,Malta,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,98.2734676
MMR,Myanmar,Myanmar,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,78.31853485
MNE,Montenegro,Montenegro,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,88.09239197
MNG,Mongolia,Mongolia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,155.0866699
MOZ,Mozambique,Mozambique,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,62.37017059
MRT,Mauritania,Mauritania,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,30.03414726
MSR,Montserrat,Montserrat,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,143.4271851
MUS,Mauritius,Mauritius,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,86.43096161
MWI,Malawi,Malawi,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,47.64014435
MYS,Malaysia,Malaysia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,143.3231751
NAM,Namibia,Namibia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,45.14056015
NCL,New Caledonia,New Caledonia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,216.9336548
NER,Niger,Niger,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,110.1915665
NGA,Nigeria,Nigeria,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,131.668045
NIC,Nicaragua,Nicaragua,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,80.8806839
NLD,Netherlands,Netherlands,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,43.52889344
NOR,Norway,Norway,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,9.995793648
NPL,Nepal,Nepal,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,38.22151947
NRU,Nauru,Nauru,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,118.9146271
NZL,New Zealand,New Zealand,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,31.20876122
OMN,Oman,Oman,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,95.46957397
PAK,Pakistan,Pakistan,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,30.90664291
PAN,Panama,Panama,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,81.30334473
PER,Peru,Peru,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,78.89704132
PHL,Philippines,Philippines,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,98.2734676
PNG,Papua New Guinea,Papua New Guinea,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,93.58487701
POL,Poland,Poland,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,119.3929522
PRI,Puerto Rico,Puerto Rico,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,225.7405548
PRK,"Korea, Democratic People's Republic of","Korea, Democratic People's Republic of","Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,54.48132706
PRT,Portugal,Portugal,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,32.74728307
PRY,Paraguay,Paraguay,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,64.65317535
PSE,"Palestine, State of","Palestine, State of","Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,13.2683773
PYF,French Polynesia,French Polynesia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,138.1656647
QAT,Qatar,Qatar,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,93.76473999
ROU,Romania,Romania,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,58.19113664
RUS,Russian Federation,Russian Federation,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,55.18320465
RWA,Rwanda,Rwanda,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,79.66083527
SAU,Saudi Arabia,Saudi Arabia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,129.5720367
SDN,Sudan,Sudan,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,53.85761261
SEN,Senegal,Senegal,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,70.66931915
SGP,Singapore,Singapore,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,138.6081816
SLB,Solomon Islands,Solomon Islands,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,122.5191803
SLE,Sierra Leone,Sierra Leone,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,81.50579071
SLV,El Salvador,El Salvador,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,80.29615021
SOM,Somalia,Somalia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,102.7838516
SRB,Serbia,Serbia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,39.87327576
SSD,South Sudan,South Sudan,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,116.6821747
STP,Sao Tome and Principe,Sao Tome and Principe,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,100.4603271
SUR,Suriname,Suriname,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,98.15631866
SVK,Slovakia,Slovakia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,41.09090845
SVN,Slovenia,Slovenia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,40.305065
SWE,Sweden,Sweden,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,15.54851473
SWZ,Eswatini,Eswatini,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,79.63551331
SYC,Seychelles,Seychelles,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,122.1450272
SYR,Syrian Arab Republic,Syrian Arab Republic,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,173.7506104
TCA,Turks and Caicos Islands,Turks and Caicos Islands,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,117.3858566
TCD,Chad,Chad,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,58.68762207
TGO,Togo,Togo,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,124.2318878
THA,Thailand,Thailand,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,94.46900177
TJK,Tajikistan,Tajikistan,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,43.22774124
TKM,Turkmenistan,Turkmenistan,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,169.9690857
TLS,Timor-Leste,Timor-Leste,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,192.3294525
TON,Tonga,Tonga,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,97.62333679
TTO,Trinidad and Tobago,Trinidad and Tobago,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,128.0297852
TUN,Tunisia,Tunisia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,26.33430862
TUR,Turkey,Turkey,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,63.10409164
TWN,Taiwan,Taiwan,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,139.9912872
TZA,"Tanzania, United Republic of","Tanzania, United Republic of","Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,78.83912659
UGA,Uganda,Uganda,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,54.23658371
UKR,Ukraine,Ukraine,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,52.67670441
URY,Uruguay,Uruguay,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,58.37520599
USA,United States of America average,United States of America average,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,88.57402246
UZB,Uzbekistan,Uzbekistan,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,100.8695831
VCT,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,89.34977722
VEN,"Venezuela, Bolivarian Republic of","Venezuela, Bolivarian Republic of","Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,87.15559387
VGB,Virgin Islands (British),Virgin Islands (British),"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,90.07949829
VIR,Virgin Islands (U.S.),Virgin Islands (U.S.),"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,114.1323853
VNM,Viet Nam,Viet Nam,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,91.16641235
VUT,Vanuatu,Vanuatu,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,97.25042725
WSM,Samoa,Samoa,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,108.1059113
YEM,Yemen,Yemen,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,18.46011162
ZAF,South Africa,South Africa,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,127.5647278
ZMB,Zambia,Zambia,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,54.8950882
ZWE,Zimbabwe,Zimbabwe,"Industrial, Distribution Warehouse Cooled",2020,kgCO2e/m2/year,74.01109314
ABW,Aruba,Aruba,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,42.91339874
AFG,Afghanistan,Afghanistan,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,20.34147835
AGO,Angola,Angola,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,26.64427948
ALB,Albania,Albania,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,11.13821697
ARE,United Arab Emirates,United Arab Emirates,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,43.04037094
ARG,Argentina,Argentina,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,44.36295319
ARM,Armenia,Armenia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,25.97575951
ASM,American Samoa,American Samoa,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,42.36828995
ATG,Antigua and Barbuda,Antigua and Barbuda,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,42.16740417
AUS,Australia,Australia,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,83.6712396
AUT,Austria,Austria,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,19.71240662
AZE,Azerbaijan,Azerbaijan,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,57.88285065
BDI,Burundi,Burundi,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,56.9011879
BEL,Belgium,Belgium,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,23.97115387
BEN,Benin,Benin,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,41.66050339
BFA,Burkina Faso,Burkina Faso,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,40.43011475
BGD,Bangladesh,Bangladesh,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,35.3353653
BGR,Bulgaria,Bulgaria,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,21.32851629
BHR,Bahrain,Bahrain,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,68.78186798
BHS,Bahamas,Bahamas,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,70.39688873
BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,20.19993782
BLR,Belarus,Belarus,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,19.0158844
BLZ,Belize,Belize,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,37.67308807
BMU,Bermuda,Bermuda,"Industrial, Distribution Warehouse",2020,kgCO2e/m2/year,45.56959915
