code,country,stateOrRegion,assetClass,year,unitOfMeasurement,greenHouseGasEmissionFactor
KNA,Saint Kitts and Nevis,Saint Kitts and Nevis,Healthcare,2020,kgCO2e/m2/year,163.0821991
KOR,South Korea,South Korea,Healthcare,2020,kgCO2e/m2/year,98.73313495
KSV,Kosovo,Kosovo,Healthcare,2020,kgCO2e/m2/year,227.4004517
KWT,Kuwait,Kuwait,Healthcare,2020,kgCO2e/m2/year,100.2383804
LAO,Lao People's Democratic Republic,Lao People's Democratic Republic,Healthcare,2020,kgCO2e/m2/year,123.6482315
LBN,Lebanon,Lebanon,Healthcare,2020,kgCO2e/m2/year,106.7709427
LBR,Liberia,Liberia,Healthcare,2020,kgCO2e/m2/year,121.1416702
LBY,Libya,Libya,Healthcare,2020,kgCO2e/m2/year,154.1440887
LCA,Saint Lucia,Saint Lucia,Healthcare,2020,kgCO2e/m2/year,165.7949219
LKA,Sri Lanka,Sri Lanka,Healthcare,2020,kgCO2e/m2/year,83.69328308
LSO,Lesotho,Lesotho,Healthcare,2020,kgCO2e/m2/year,98.6049881
LTU,Lithuania,Lithuania,Healthcare,2020,kgCO2e/m2/year,104.7370875
LUX,Luxembourg,Luxembourg,Healthcare,2020,kgCO2e/m2/year,224.0986182
LVA,Latvia,Latvia,Healthcare,2020,kgCO2e/m2/year,246.1938745
MAC,Macao,Macao,Healthcare,2020,kgCO2e/m2/year,121.0395966
MAR,Morocco,Morocco,Healthcare,2020,kgCO2e/m2/year,0.62445
MDA,Moldova,Moldova,Healthcare,2020,kgCO2e/m2/year,83.28479767
MDG,Madagascar,Madagascar,Healthcare,2020,kgCO2e/m2/year,107.5475922
MDV,Maldives,Maldives,Healthcare,2020,kgCO2e/m2/year,142.813858
MEX,Mexico,Mexico,Healthcare,2020,kgCO2e/m2/year,143.1205196
MKD,North Macedonia,North Macedonia,Healthcare,2020,kgCO2e/m2/year,159.5841827
MLI,Mali,Mali,Healthcare,2020,kgCO2e/m2/year,80.47529602
MLT,Malta,Malta,Healthcare,2020,kgCO2e/m2/year,153.9628693
MMR,Myanmar,Myanmar,Healthcare,2020,kgCO2e/m2/year,112.5437469
MNE,Montenegro,Montenegro,Healthcare,2020,kgCO2e/m2/year,175.2956848
MNG,Mongolia,Mongolia,Healthcare,2020,kgCO2e/m2/year,191.5866547
MOZ,Mozambique,Mozambique,Healthcare,2020,kgCO2e/m2/year,102.5598297
MRT,Mauritania,Mauritania,Healthcare,2020,kgCO2e/m2/year,58.76540756
MSR,Montserrat,Montserrat,Healthcare,2020,kgCO2e/m2/year,178.5254517
MUS,Mauritius,Mauritius,Healthcare,2020,kgCO2e/m2/year,117.1743317
MWI,Malawi,Malawi,Healthcare,2020,kgCO2e/m2/year,101.2139511
MYS,Malaysia,Malaysia,Healthcare,2020,kgCO2e/m2/year,224.0986182
NAM,Namibia,Namibia,Healthcare,2020,kgCO2e/m2/year,102.0266418
NCL,New Caledonia,New Caledonia,Healthcare,2020,kgCO2e/m2/year,229.9196014
NER,Niger,Niger,Healthcare,2020,kgCO2e/m2/year,135.8844147
NGA,Nigeria,Nigeria,Healthcare,2020,kgCO2e/m2/year,187.6548615
NIC,Nicaragua,Nicaragua,Healthcare,2020,kgCO2e/m2/year,124.625473
NLD,Netherlands,Netherlands,Healthcare,2020,kgCO2e/m2/year,69.12285757
NOR,Norway,Norway,Healthcare,2020,kgCO2e/m2/year,11.44635723
NPL,Nepal,Nepal,Healthcare,2020,kgCO2e/m2/year,90.64916992
NRU,Nauru,Nauru,Healthcare,2020,kgCO2e/m2/year,169.5809326
NZL,New Zealand,New Zealand,Healthcare,2020,kgCO2e/m2/year,52.5990448
OMN,Oman,Oman,Healthcare,2020,kgCO2e/m2/year,115.4065475
PAK,Pakistan,Pakistan,Healthcare,2020,kgCO2e/m2/year,22.07837486
PAN,Panama,Panama,Healthcare,2020,kgCO2e/m2/year,115.0673752
PER,Peru,Peru,Healthcare,2020,kgCO2e/m2/year,123.0083771
PHL,Philippines,Philippines,Healthcare,2020,kgCO2e/m2/year,153.9628693
PNG,Papua New Guinea,Papua New Guinea,Healthcare,2020,kgCO2e/m2/year,121.8631287
POL,Poland,Poland,Healthcare,2020,kgCO2e/m2/year,189.5343945
PRI,Puerto Rico,Puerto Rico,Healthcare,2020,kgCO2e/m2/year,229.696167
PRK,"Korea, Democratic People's Republic of","Korea, Democratic People's Republic of",Healthcare,2020,kgCO2e/m2/year,88.30817413
PRT,Portugal,Portugal,Healthcare,2020,kgCO2e/m2/year,49.11327121
PRY,Paraguay,Paraguay,Healthcare,2020,kgCO2e/m2/year,111.6660385
PSE,"Palestine, State of","Palestine, State of",Healthcare,2020,kgCO2e/m2/year,23.11135292
PYF,French Polynesia,French Polynesia,Healthcare,2020,kgCO2e/m2/year,162.798584
QAT,Qatar,Qatar,Healthcare,2020,kgCO2e/m2/year,109.4802475
ROU,Romania,Romania,Healthcare,2020,kgCO2e/m2/year,92.81170549
RUS,Russian Federation,Russian Federation,Healthcare,2020,kgCO2e/m2/year,65.11416626
RWA,Rwanda,Rwanda,Healthcare,2020,kgCO2e/m2/year,104.6138992
SAU,Saudi Arabia,Saudi Arabia,Healthcare,2020,kgCO2e/m2/year,116.2098846
SDN,Sudan,Sudan,Healthcare,2020,kgCO2e/m2/year,84.30944061
SEN,Senegal,Senegal,Healthcare,2020,kgCO2e/m2/year,74.96727753
SGP,Singapore,Singapore,Healthcare,2020,kgCO2e/m2/year,159.6163553
SLB,Solomon Islands,Solomon Islands,Healthcare,2020,kgCO2e/m2/year,173.2338104
SLE,Sierra Leone,Sierra Leone,Healthcare,2020,kgCO2e/m2/year,121.6190567
SLV,El Salvador,El Salvador,Healthcare,2020,kgCO2e/m2/year,132.8139496
SOM,Somalia,Somalia,Healthcare,2020,kgCO2e/m2/year,138.5292664
SRB,Serbia,Serbia,Healthcare,2020,kgCO2e/m2/year,79.3901825
SSD,South Sudan,South Sudan,Healthcare,2020,kgCO2e/m2/year,151.3929901
STP,Sao Tome and Principe,Sao Tome and Principe,Healthcare,2020,kgCO2e/m2/year,139.9586639
SUR,Suriname,Suriname,Healthcare,2020,kgCO2e/m2/year,154.0512848
SVK,Slovakia,Slovakia,Healthcare,2020,kgCO2e/m2/year,66.34274048
SVN,Slovenia,Slovenia,Healthcare,2020,kgCO2e/m2/year,65.5456794
SWE,Sweden,Sweden,Healthcare,2020,kgCO2e/m2/year,19.49866329
SWZ,Eswatini,Eswatini,Healthcare,2020,kgCO2e/m2/year,129.6386414
SYC,Seychelles,Seychelles,Healthcare,2020,kgCO2e/m2/year,155.8593445
SYR,Syrian Arab Republic,Syrian Arab Republic,Healthcare,2020,kgCO2e/m2/year,156.2529602
TCA,Turks and Caicos Islands,Turks and Caicos Islands,Healthcare,2020,kgCO2e/m2/year,153.5039673
TCD,Chad,Chad,Healthcare,2020,kgCO2e/m2/year,73.2564621
TGO,Togo,Togo,Healthcare,2020,kgCO2e/m2/year,145.289978
THA,Thailand,Thailand,Healthcare,2020,kgCO2e/m2/year,145.5340729
TJK,Tajikistan,Tajikistan,Healthcare,2020,kgCO2e/m2/year,46.77603149
TKM,Turkmenistan,Turkmenistan,Healthcare,2020,kgCO2e/m2/year,159.7236176
TLS,Timor-Leste,Timor-Leste,Healthcare,2020,kgCO2e/m2/year,203.092041
TON,Tonga,Tonga,Healthcare,2020,kgCO2e/m2/year,137.7327728
TTO,Trinidad and Tobago,Trinidad and Tobago,Healthcare,2020,kgCO2e/m2/year,173.365799
TUN,Tunisia,Tunisia,Healthcare,2020,kgCO2e/m2/year,3.824846506
TUR,Turkey,Turkey,Healthcare,2020,kgCO2e/m2/year,98.27613831
TWN,Taiwan,Taiwan,Healthcare,2020,kgCO2e/m2/year,141.9061127
TZA,"Tanzania, United Republic of","Tanzania, United Republic of",Healthcare,2020,kgCO2e/m2/year,103.9621429
UGA,Uganda,Uganda,Healthcare,2020,kgCO2e/m2/year,95.27857208
UKR,Ukraine,Ukraine,Healthcare,2020,kgCO2e/m2/year,80.77197266
URY,Uruguay,Uruguay,Healthcare,2020,kgCO2e/m2/year,98.57899475
USA,United States of America average,United States of America average,Healthcare,2020,kgCO2e/m2/year,86.14174505
UZB,Uzbekistan,Uzbekistan,Healthcare,2020,kgCO2e/m2/year,123.7117004
VCT,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,Healthcare,2020,kgCO2e/m2/year,145.5540924
VEN,"Venezuela, Bolivarian Republic of","Venezuela, Bolivarian Republic of",Healthcare,2020,kgCO2e/m2/year,140.3615417
VGB,Virgin Islands (British),Virgin Islands (British),Healthcare,2020,kgCO2e/m2/year,145.3522186
VIR,Virgin Islands (U.S.),Virgin Islands (U.S.),Healthcare,2020,kgCO2e/m2/year,144.7121429
VNM,Viet Nam,Viet Nam,Healthcare,2020,kgCO2e/m2/year,133.1211548
VUT,Vanuatu,Vanuatu,Healthcare,2020,kgCO2e/m2/year,138.1080627
WSM,Samoa,Samoa,Healthcare,2020,kgCO2e/m2/year,144.4816742
YEM,Yemen,Yemen,Healthcare,2020,kgCO2e/m2/year,35.95941544
ZAF,South Africa,South Africa,Healthcare,2020,kgCO2e/m2/year,166.3444214
ZMB,Zambia,Zambia,Healthcare,2020,kgCO2e/m2/year,100.4648972
ZWE,Zimbabwe,Zimbabwe,Healthcare,2020,kgCO2e/m2/year,103.6930618
ABW,Aruba,Aruba,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,125.5250168
AFG,Afghanistan,Afghanistan,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,69.45153809
AGO,Angola,Angola,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,83.96767426
ALB,Albania,Albania,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,82.22576904
ARE,United Arab Emirates,United Arab Emirates,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,139.3147888
ARG,Argentina,Argentina,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,94.44115448
ARM,Armenia,Armenia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,91.81735229
ASM,American Samoa,American Samoa,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,180.1881256
ATG,Antigua and Barbuda,Antigua and Barbuda,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,124.6244888
AUS,Australia,Australia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,301.9159208
AUT,Austria,Austria,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,58.86711211
AZE,Azerbaijan,Azerbaijan,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,187.7068787
BDI,Burundi,Burundi,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,98.93236542
BEL,Belgium,Belgium,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,77.6138183
BEN,Benin,Benin,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,163.7344666
BFA,Burkina Faso,Burkina Faso,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,142.15448
BGD,Bangladesh,Bangladesh,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,106.9187546
BGR,Bulgaria,Bulgaria,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,61.55504631
BHR,Bahrain,Bahrain,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,201.0134735
BHS,Bahamas,Bahamas,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,210.6313324
BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,69.63972473
BLR,Belarus,Belarus,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,71.26551056
BLZ,Belize,Belize,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,109.8405685
BMU,Bermuda,Bermuda,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,141.3797607
BOL,Bolivia,Bolivia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,91.55903625
BRA,Brazil,Brazil,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,60.1625108
BRB,Barbados,Barbados,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,131.3756104
BRN,Brunei Darussalam,Brunei Darussalam,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,208.7538452
BTN,Bhutan,Bhutan,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,173.2593994
BWA,Botswana,Botswana,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,187.1934662
CAF,Central African Republic,Central African Republic,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,134.9204865
CAN,Canada,Canada,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,38.04873191
CHE,Switzerland,Switzerland,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,31.88141151
CHL,Chile,Chile,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,86.40437317
CHN,China,China,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,123.1250408
CIV,Ivory Coast,Ivory Coast,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,164.1587219
CMR,Cameroon,Cameroon,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,150.9554291
COD,"Congo, Democratic Republic of the","Congo, Democratic Republic of the","Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,96.32353973
COG,Congo,Congo,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,197.3050995
COL,Colombia,Colombia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,135.2977905
COM,Comoros,Comoros,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,168.4008484
CPV,Cabo Verde,Cabo Verde,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,111.8328171
CRI,Costa Rica,Costa Rica,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,109.8114395
CUB,Cuba,Cuba,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,37.41117096
CYM,Cayman Islands,Cayman Islands,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,128.1415863
CYP,Cyprus,Cyprus,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,101.1734426
CZE,Czech Republic,Czech Republic,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,90.66547549
DEU,Germany,Germany,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,131.7586787
DJI,Djibouti,Djibouti,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,176.9066467
DMA,Dominica,Dominica,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,111.2447739
DNK,Denmark,Denmark,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,45.64403017
DOM,Dominican Republic,Dominican Republic,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,102.1082001
DZA,Algeria,Algeria,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,85.47698975
ECU,Ecuador,Ecuador,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,81.08563232
EGY,Egypt,Egypt,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,62.16801834
ERI,Eritrea,Eritrea,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,108.8307953
ESP,Spain,Spain,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,36.83781802
EST,Estonia,Estonia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,237.3079341
ETH,Ethiopia,Ethiopia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,96.29804993
FIN,Finland,Finland,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,86.92147092
FJI,Fiji,Fiji,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,107.6716995
FRA,France,France,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,60.4641075
FRO,Faroe Islands,Faroe Islands,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,175.3874054
GAB,Gabon,Gabon,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,93.62381744
GBR,United Kingdom,United Kingdom,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,51.58616099
GEO,Georgia,Georgia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,92.60122681
GHA,Ghana,Ghana,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,160.5848846
GIB,Gibraltar,Gibraltar,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,141.869278
GIN,Guinea,Guinea,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,145.1904297
GMB,Gambia,Gambia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,172.2633362
GNB,Guinea-Bissau,Guinea-Bissau,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,158.74823
GNQ,Equatorial Guinea,Equatorial Guinea,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,106.6428833
GRC,Greece,Greece,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,253.0211309
GRD,Grenada,Grenada,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,111.6377029
GRL,Greenland,Greenland,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,202.9991608
GTM,Guatemala,Guatemala,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,91.11972046
GUM,Guam,Guam,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,182.8657532
GUY,Guyana,Guyana,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,112.9304962
HKG,Hong Kong,Hong Kong,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,253.0211309
HND,Honduras,Honduras,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,84.91919708
HRV,Croatia,Croatia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,89.65833679
HTI,Haiti,Haiti,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,97.07007599
HUN,Hungary,Hungary,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,123.1250408
IDN,Indonesia,Indonesia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,132.3096619
IND,India,India,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,129.4558876
IRL,Ireland,Ireland,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,195.6303674
IRN,"Iran, Islamic Republic of","Iran, Islamic Republic of","Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,61.32835388
IRQ,Iraq,Iraq,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,133.5285187
ISL,Iceland,Iceland,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,233.8333893
ISR,Israel,Israel,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,128.7467346
ITA,Italy,Italy,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,120.2447226
JAM,Jamaica,Jamaica,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,70.61011505
JOR,Jordan,Jordan,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,10.60463428
JPN,Japan,Japan,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,131.7586787
KAZ,Kazakhstan,Kazakhstan,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,212.6947174
KEN,Kenya,Kenya,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,135.0165405
KGZ,Kyrgyzstan,Kyrgyzstan,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,44.30833054
KHM,Cambodia,Cambodia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,102.8616638
KIR,Kiribati,Kiribati,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,195.138031
KNA,Saint Kitts and Nevis,Saint Kitts and Nevis,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,150.0642548
KOR,South Korea,South Korea,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,120.2447226
KSV,Kosovo,Kosovo,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,204.6609802
KWT,Kuwait,Kuwait,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,78.10041046
LAO,Lao People's Democratic Republic,Lao People's Democratic Republic,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,85.52109528
LBN,Lebanon,Lebanon,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,97.06425476
LBR,Liberia,Liberia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,137.0059967
LBY,Libya,Libya,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,154.6384125
LCA,Saint Lucia,Saint Lucia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,137.1564331
LKA,Sri Lanka,Sri Lanka,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,96.04603577
LSO,Lesotho,Lesotho,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,72.28603363
LTU,Lithuania,Lithuania,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,129.4558876
LUX,Luxembourg,Luxembourg,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,203.4421478
LVA,Latvia,Latvia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,301.9159208
MAC,Macao,Macao,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,128.1380157
MAR,Morocco,Morocco,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,0.62445
MDA,Moldova,Moldova,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,66.54284668
MDG,Madagascar,Madagascar,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,85.09043884
MDV,Maldives,Maldives,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,163.0069122
MEX,Mexico,Mexico,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,129.6669675
MKD,North Macedonia,North Macedonia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,137.3746185
MLI,Mali,Mali,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,87.71524048
MLT,Malta,Malta,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,139.7215797
MMR,Myanmar,Myanmar,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,84.31682587
MNE,Montenegro,Montenegro,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,159.8872986
MNG,Mongolia,Mongolia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,213.9407196
MOZ,Mozambique,Mozambique,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,82.44225311
MRT,Mauritania,Mauritania,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,30.48553848
MSR,Montserrat,Montserrat,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,157.687912
MUS,Mauritius,Mauritius,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,107.6373062
MWI,Malawi,Malawi,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,96.05708313
MYS,Malaysia,Malaysia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,203.4421478
NAM,Namibia,Namibia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,85.34906769
NCL,New Caledonia,New Caledonia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,215.361084
NER,Niger,Niger,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,101.7835541
NGA,Nigeria,Nigeria,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,184.7728729
NIC,Nicaragua,Nicaragua,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,87.33837891
NLD,Netherlands,Netherlands,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,64.08565971
NOR,Norway,Norway,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,13.47782748
NPL,Nepal,Nepal,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,76.88478851
NRU,Nauru,Nauru,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,189.2005463
NZL,New Zealand,New Zealand,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,67.2077179
OMN,Oman,Oman,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,92.71292114
PAK,Pakistan,Pakistan,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,51.02493668
PAN,Panama,Panama,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,93.40128326
PER,Peru,Peru,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,112.681633
PHL,Philippines,Philippines,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,139.7215797
PNG,Papua New Guinea,Papua New Guinea,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,98.25270844
POL,Poland,Poland,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,169.9516933
PRI,Puerto Rico,Puerto Rico,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,222.6358185
PRK,"Korea, Democratic People's Republic of","Korea, Democratic People's Republic of","Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,68.27830505
PRT,Portugal,Portugal,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,45.99219288
PRY,Paraguay,Paraguay,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,136.6746216
PSE,"Palestine, State of","Palestine, State of","Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,17.78283501
PYF,French Polynesia,French Polynesia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,198.9301453
QAT,Qatar,Qatar,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,90.01178741
ROU,Romania,Romania,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,87.08927427
RUS,Russian Federation,Russian Federation,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,58.4919281
RWA,Rwanda,Rwanda,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,85.35306549
SAU,Saudi Arabia,Saudi Arabia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,151.0384521
SDN,Sudan,Sudan,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,106.782814
SEN,Senegal,Senegal,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,104.5030594
SGP,Singapore,Singapore,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,195.6303674
SLB,Solomon Islands,Solomon Islands,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,195.4667664
SLE,Sierra Leone,Sierra Leone,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,134.1327209
SLV,El Salvador,El Salvador,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,137.4513092
SOM,Somalia,Somalia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,146.4373779
SRB,Serbia,Serbia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,65.17693329
SSD,South Sudan,South Sudan,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,165.197052
STP,Sao Tome and Principe,Sao Tome and Principe,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,170.5945435
SUR,Suriname,Suriname,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,169.2649078
SVK,Slovakia,Slovakia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,65.24837591
SVN,Slovenia,Slovenia,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,63.62490738
SWE,Sweden,Sweden,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,24.74909911
SWZ,Eswatini,Eswatini,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,108.9618835
SYC,Seychelles,Seychelles,"Lodging, Leisure & Recreation",2020,kgCO2e/m2/year,176.0272827
