id,scope,level1,level2,level3,level4,level5,unitOfMeasurement,greenHouseGas,greenHouseGasEmissionFactor,yearOfData,yearOfRelease,reference,referenceFile,notes
1070,Scope 2,Electricity,Electricity generated,United States of America,Luxembourg,,kWh,kg CO2e of CO2 per unit,0.497638051,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1071,Scope 2,Electricity,Electricity generated,United States of America,Finland,,kWh,kg CO2e of CO2 per unit,0.137405717,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1072,Scope 2,Electricity,Electricity generated,United States of America,Latvia,,kWh,kg CO2e of CO2 per unit,0.220730568,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1073,Scope 2,Electricity,Electricity generated,United States of America,France,,kWh,kg CO2e of CO2 per unit,0.447153715,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1074,Scope 2,Electricity,Electricity generated,United States of America,Austria,,kWh,kg CO2e of CO2 per unit,0.307063187,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1075,Scope 2,Electricity,Electricity generated,United States of America,Slovakia,,kWh,kg CO2e of CO2 per unit,0.222127631,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1076,Scope 2,Electricity,Electricity generated,United States of America,Lithuania,,kWh,kg CO2e of CO2 per unit,0.524421298,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1077,Scope 2,Electricity,Electricity generated,United States of America,Denmark,,kWh,kg CO2e of CO2 per unit,0.311449421,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1078,Scope 2,Electricity,Electricity generated,United States of America,Belgium,,kWh,kg CO2e of CO2 per unit,0.135266124,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1079,Scope 2,Electricity,Electricity generated,United States of America,Croatia,,kWh,kg CO2e of CO2 per unit,0.322669927,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1080,Scope 2,Electricity,Electricity generated,United States of America,Portugal,,kWh,kg CO2e of CO2 per unit,0.722790234,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1081,Scope 2,Electricity,Electricity generated,United States of America,Spain,,kWh,kg CO2e of CO2 per unit,0.368006901,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1082,Scope 2,Electricity,Electricity generated,United States of America,Hungary,,kWh,kg CO2e of CO2 per unit,0.252530996,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1083,Scope 2,Electricity,Electricity generated,United States of America,Slovenia,,kWh,kg CO2e of CO2 per unit,0.147465027,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1084,Scope 2,Electricity,Electricity generated,United States of America,Romania,,kWh,kg CO2e of CO2 per unit,0.314625926,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1085,Scope 2,Electricity,Electricity generated,United States of America,Italy,,kWh,kg CO2e of CO2 per unit,0.371281835,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1086,Scope 2,Electricity,Electricity generated,United States of America,Ireland,,kWh,kg CO2e of CO2 per unit,0.686866201,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1087,Scope 2,Electricity,Electricity generated,United States of America,Netherlands,,kWh,kg CO2e of CO2 per unit,0.266462167,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1088,Scope 2,Electricity,Electricity generated,United States of America,Malta,,kWh,kg CO2e of CO2 per unit,0.016160122,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1089,Scope 2,Electricity,Electricity generated,United States of America,Germany,,kWh,kg CO2e of CO2 per unit,0.083828338,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1090,Scope 2,Electricity,Electricity generated,United States of America,Greece,,kWh,kg CO2e of CO2 per unit,0.531362616,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1091,Scope 2,Electricity,Electricity generated,United States of America,Czechia,,kWh,kg CO2e of CO2 per unit,0.888540008,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1092,Scope 2,Electricity,Electricity generated,United States of America,Bulgaria,,kWh,kg CO2e of CO2 per unit,0.818500867,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1093,Scope 2,Electricity,Electricity generated,United States of America,Cyprus,,kWh,kg CO2e of CO2 per unit,0.373373801,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1094,Scope 2,Electricity,Electricity generated,United States of America,Poland,,kWh,kg CO2e of CH4 per unit,0.000901741,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1095,Scope 2,Electricity,Electricity generated,United States of America,Estonia,,kWh,kg CO2e of CH4 per unit,0.000698532,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1096,Scope 2,Electricity,Electricity generated,United States of America,Argentina,,kWh,kg CO2e of CH4 per unit,0.001066848,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1097,Scope 2,Electricity,Electricity generated,United States of America,Bangladesh,,kWh,kg CO2e of CH4 per unit,0.000533424,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1098,Scope 2,Electricity,Electricity generated,United States of America,Bolivia,,kWh,kg CO2e of CH4 per unit,0.000330215,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1099,Scope 2,Electricity,Electricity generated,United States of America,Bosnia Herzegovina,,kWh,kg CO2e of CH4 per unit,0.001308159,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1100,Scope 2,Electricity,Electricity generated,United States of America,Brazil,,kWh,kg CO2e of CH4 per unit,0.000495322,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1101,Scope 2,Electricity,Electricity generated,United States of America,Chile,,kWh,kg CO2e of CH4 per unit,0.00021591,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1102,Scope 2,Electricity,Electricity generated,United States of America,China,,kWh,kg CO2e of CH4 per unit,0.000317514,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1103,Scope 2,Electricity,Electricity generated,United States of America,Colombia,,kWh,kg CO2e of CH4 per unit,0.000596927,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1104,Scope 2,Electricity,Electricity generated,United States of America,Costa Rica,,kWh,kg CO2e of CH4 per unit,0.000749334,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1105,Scope 2,Electricity,Electricity generated,United States of America,Ecuador,,kWh,kg CO2e of CH4 per unit,0.001917787,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1106,Scope 2,Electricity,Electricity generated,United States of America,Egypt,,kWh,kg CO2e of CH4 per unit,0.000787436,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1107,Scope 2,Electricity,Electricity generated,United States of America,El Salvador,,kWh,kg CO2e of CH4 per unit,0.000101605,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1108,Scope 2,Electricity,Electricity generated,United States of America,Georgia,,kWh,kg CO2e of CH4 per unit,0.000749334,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1109,Scope 2,Electricity,Electricity generated,United States of America,India,,kWh,kg CO2e of CH4 per unit,0.001816182,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1110,Scope 2,Electricity,Electricity generated,United States of America,Indonesia,,kWh,kg CO2e of CH4 per unit,0.001130351,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1111,Scope 2,Electricity,Electricity generated,United States of America,Iran (Islamic Republic of),,kWh,kg CO2e of CH4 per unit,0.002273403,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1112,Scope 2,Electricity,Electricity generated,United States of America,Japan,,kWh,kg CO2e of CH4 per unit,0.000495322,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1113,Scope 2,Electricity,Electricity generated,United States of America,Kazakhstan,,kWh,kg CO2e of CH4 per unit,0.001498668,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1114,Scope 2,Electricity,Electricity generated,United States of America,Kenya,,kWh,kg CO2e of CH4 per unit,0.00066043,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1115,Scope 2,Electricity,Electricity generated,United States of America,Kosovo,,kWh,kg CO2e of CH4 per unit,0.001143052,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1116,Scope 2,Electricity,Electricity generated,United States of America,Kuwait,,kWh,kg CO2e of CH4 per unit,0.001206555,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1117,Scope 2,Electricity,Electricity generated,United States of America,Malaysia,,kWh,kg CO2e of CH4 per unit,0.001041447,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1118,Scope 2,Electricity,Electricity generated,United States of America,Mexico,,kWh,kg CO2e of CH4 per unit,0.002146397,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1119,Scope 2,Electricity,Electricity generated,United States of America,Moldova,,kWh,kg CO2e of CH4 per unit,0.000482622,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1120,Scope 2,Electricity,Electricity generated,United States of America,Mongolia,,kWh,kg CO2e of CH4 per unit,0.001460566,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1121,Scope 2,Electricity,Electricity generated,United States of America,Montenegro,,kWh,kg CO2e of CH4 per unit,0.000482622,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1122,Scope 2,Electricity,Electricity generated,United States of America,Morocco,,kWh,kg CO2e of CH4 per unit,0.001892386,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1123,Scope 2,Electricity,Electricity generated,United States of America,Myanmar,,kWh,kg CO2e of CH4 per unit,0.001587572,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1124,Scope 2,Electricity,Electricity generated,United States of America,New Zealand,,kWh,kg CO2e of CH4 per unit,0.000698532,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1125,Scope 2,Electricity,Electricity generated,United States of America,Nigeria,,kWh,kg CO2e of CH4 per unit,0.000393718,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1126,Scope 2,Electricity,Electricity generated,United States of America,North Macedonia,,kWh,kg CO2e of CH4 per unit,0.00109225,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1127,Scope 2,Electricity,Electricity generated,United States of America,Norway,,kWh,kg CO2e of CH4 per unit,0.000355616,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1128,Scope 2,Electricity,Electricity generated,United States of America,Oman,,kWh,kg CO2e of CH4 per unit,0.000355616,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1129,Scope 2,Electricity,Electricity generated,United States of America,Pakistan,,kWh,kg CO2e of CH4 per unit,0.001130351,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1130,Scope 2,Electricity,Electricity generated,United States of America,Peru,,kWh,kg CO2e of CH4 per unit,0.000482622,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1131,Scope 2,Electricity,Electricity generated,United States of America,Philippines (the),,kWh,kg CO2e of CH4 per unit,0.000177808,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1132,Scope 2,Electricity,Electricity generated,United States of America,Puerto Rico,,kWh,kg CO2e of CH4 per unit,0.000558825,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1133,Scope 2,Electricity,Electricity generated,United States of America,Qatar,,kWh,kg CO2e of CH4 per unit,0.00110495,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1134,Scope 2,Electricity,Electricity generated,United States of America,Russian Federation (the),,kWh,kg CO2e of CH4 per unit,0.000203209,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1135,Scope 2,Electricity,Electricity generated,United States of America,Saudi Arabia,,kWh,kg CO2e of CH4 per unit,0.000596927,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1136,Scope 2,Electricity,Electricity generated,United States of America,Serbia,,kWh,kg CO2e of CH4 per unit,0.000342916,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1137,Scope 2,Electricity,Electricity generated,United States of America,Singapore,,kWh,kg CO2e of CH4 per unit,0.000762035,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1138,Scope 2,Electricity,Electricity generated,United States of America,South Africa,,kWh,kg CO2e of CH4 per unit,0.00066043,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1139,Scope 2,Electricity,Electricity generated,United States of America,South Korea,,kWh,kg CO2e of CH4 per unit,0.001866985,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1140,Scope 2,Electricity,Electricity generated,United States of America,Switzerland,,kWh,kg CO2e of CH4 per unit,0.000673131,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1141,Scope 2,Electricity,Electricity generated,United States of America,Taiwan,,kWh,kg CO2e of CH4 per unit,0.001384363,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1142,Scope 2,Electricity,Electricity generated,United States of America,Thailand,,kWh,kg CO2e of CH4 per unit,0.00021591,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1143,Scope 2,Electricity,Electricity generated,United States of America,Tunisia,,kWh,kg CO2e of CH4 per unit,0.001308159,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1144,Scope 2,Electricity,Electricity generated,United States of America,Turkey,,kWh,kg CO2e of CH4 per unit,0.00287033,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1145,Scope 2,Electricity,Electricity generated,United States of America,United Arab Emirates,,kWh,kg CO2e of CH4 per unit,0.002438511,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1146,Scope 2,Electricity,Electricity generated,United States of America,Uruguay,,kWh,kg CO2e of CH4 per unit,0.000838238,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1147,Scope 2,Electricity,Electricity generated,United States of America,Viet Nam,,kWh,kg CO2e of N2O per unit,0.001202019,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1148,Scope 2,Electricity,Electricity generated,United States of America,Afghanistan,,kWh,kg CO2e of N2O per unit,0.000961615,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1149,Scope 2,Electricity,Electricity generated,United States of America,Albania,,kWh,kg CO2e of N2O per unit,0.001442423,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1150,Scope 2,Electricity,Electricity generated,United States of America,Algeria,,kWh,kg CO2e of N2O per unit,0.000721211,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1151,Scope 2,Electricity,Electricity generated,United States of America,American Samoa,,kWh,kg CO2e of N2O per unit,0.000360606,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1152,Scope 2,Electricity,Electricity generated,United States of America,Angola,,kWh,kg CO2e of N2O per unit,0.001803028,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1153,Scope 2,Electricity,Electricity generated,United States of America,Antigua and Barbuda,,kWh,kg CO2e of N2O per unit,0.000601009,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1154,Scope 2,Electricity,Electricity generated,United States of America,Armenia,,kWh,kg CO2e of N2O per unit,0.000240404,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1155,Scope 2,Electricity,Electricity generated,United States of America,Aruba,,kWh,kg CO2e of N2O per unit,0.000360606,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1156,Scope 2,Electricity,Electricity generated,United States of America,Azerbaijan,,kWh,kg CO2e of N2O per unit,0.000721211,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1157,Scope 2,Electricity,Electricity generated,United States of America,Bahamas (the),,kWh,kg CO2e of N2O per unit,0.001081817,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1158,Scope 2,Electricity,Electricity generated,United States of America,Bahrain,,kWh,kg CO2e of N2O per unit,0.002764643,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1159,Scope 2,Electricity,Electricity generated,United States of America,Barbados,,kWh,kg CO2e of N2O per unit,0.001081817,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1160,Scope 2,Electricity,Electricity generated,United States of America,Belarus,,kWh,kg CO2e of N2O per unit,0.000120202,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1161,Scope 2,Electricity,Electricity generated,United States of America,Belize,,kWh,kg CO2e of N2O per unit,0.000961615,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1162,Scope 2,Electricity,Electricity generated,United States of America,Benin,,kWh,kg CO2e of N2O per unit,0.002524239,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1163,Scope 2,Electricity,Electricity generated,United States of America,Bermuda,,kWh,kg CO2e of N2O per unit,0.001562624,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1164,Scope 2,Electricity,Electricity generated,United States of America,Bhutan,,kWh,kg CO2e of N2O per unit,0.003125249,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1165,Scope 2,Electricity,Electricity generated,United States of America,Botswana,,kWh,kg CO2e of N2O per unit,0.000601009,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1166,Scope 2,Electricity,Electricity generated,United States of America,Brunei Darussalam,,kWh,kg CO2e of N2O per unit,0.001803028,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1167,Scope 2,Electricity,Electricity generated,United States of America,Burkina Faso,,kWh,kg CO2e of N2O per unit,0.000841413,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1168,Scope 2,Electricity,Electricity generated,United States of America,Burundi,,kWh,kg CO2e of N2O per unit,0.001562624,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1169,Scope 2,Electricity,Electricity generated,United States of America,Cabo Verde,,kWh,kg CO2e of N2O per unit,0.001682826,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1170,Scope 2,Electricity,Electricity generated,United States of America,Cambodia,,kWh,kg CO2e of N2O per unit,0.001442423,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1171,Scope 2,Electricity,Electricity generated,United States of America,Cameroon,,kWh,kg CO2e of N2O per unit,0.003005047,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1172,Scope 2,Electricity,Electricity generated,United States of America,Cayman Islands (the),,kWh,kg CO2e of N2O per unit,0.000601009,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1173,Scope 2,Electricity,Electricity generated,United States of America,Central African Republic (the),,kWh,kg CO2e of N2O per unit,0.002043432,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1952,Scope 2,Electricity,Electricity generated,Costa Rica,Costa Rica,,kWh,kg CO2e,0.05338,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,Most recent available emission factor is selected. 
1174,Scope 2,Electricity,Electricity generated,United States of America,Chad,,kWh,kg CO2e of N2O per unit,0.000601009,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1175,Scope 2,Electricity,Electricity generated,United States of America,Comoros (the),,kWh,kg CO2e of N2O per unit,0.002644441,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1176,Scope 2,Electricity,Electricity generated,United States of America,Congo (the Democratic Republic of the),,kWh,kg CO2e of N2O per unit,0.002163634,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1177,Scope 2,Electricity,Electricity generated,United States of America,Congo (the),,kWh,kg CO2e of N2O per unit,0.000841413,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1178,Scope 2,Electricity,Electricity generated,United States of America,Cook Islands (the),,kWh,kg CO2e of N2O per unit,0.000480808,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1179,Scope 2,Electricity,Electricity generated,United States of America,Cote d'Ivoire,,kWh,kg CO2e of N2O per unit,0.001442423,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1180,Scope 2,Electricity,Electricity generated,United States of America,Cuba,,kWh,kg CO2e of N2O per unit,0.000480808,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
1181,Scope 2,Electricity,Electricity generated,United States of America,Djibouti,,kWh,kg CO2e of N2O per unit,0.000360606,2022,2024,E-Grid 2022,"3,004",Emission factors are taking from file 003. The emission factors are provided in lb/MWh and converted to kWh. These calculations in file 004
