id,scope,level1,level2,level3,level4,level5,unitOfMeasurement,greenHouseGas,greenHouseGasEmissionFactor,yearOfData,yearOfRelease,reference,referenceFile,notes
2469,Scope 3,Electricity,WTT- electricity (generation),Suriname,Suriname,,kWh,kg CO2e,0.077421258,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2470,Scope 3,Electricity,WTT- electricity (generation),Syrian Arab Republic (the),Syrian Arab Republic (the),,kWh,kg CO2e,0.155529661,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2471,Scope 3,Electricity,WTT- electricity (generation),Tajikistan,Tajikistan,,kWh,kg CO2e,0.025903139,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2472,Scope 3,Electricity,WTT- electricity (generation),"Tanzania, the United Republic of","Tanzania, the United Republic of",,kWh,kg CO2e,0.075198013,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2473,Scope 3,Electricity,WTT- electricity (generation),Timor-Leste,Timor-Leste,,kWh,kg CO2e,0.147773793,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2474,Scope 3,Electricity,WTT- electricity (generation),Togo,Togo,,kWh,kg CO2e,0.098235093,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2475,Scope 3,Electricity,WTT- electricity (generation),Tonga,Tonga,,kWh,kg CO2e,0.138537238,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2476,Scope 3,Electricity,WTT- electricity (generation),Trinidad and Tobago,Trinidad and Tobago,,kWh,kg CO2e,0.151067654,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2477,Scope 3,Electricity,WTT- electricity (generation),Turkmenistan,Turkmenistan,,kWh,kg CO2e,0.289494062,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2478,Scope 3,Electricity,WTT- electricity (generation),Turks and Caicos Islands (the),Turks and Caicos Islands (the),,kWh,kg CO2e,0.144932117,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2479,Scope 3,Electricity,WTT- electricity (generation),Uganda,Uganda,,kWh,kg CO2e,0.009870501,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2480,Scope 3,Electricity,WTT- electricity (generation),Ukraine,Ukraine,,kWh,kg CO2e,0.056791401,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2481,Scope 3,Electricity,WTT- electricity (generation),Uzbekistan,Uzbekistan,,kWh,kg CO2e,0.258809727,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2482,Scope 3,Electricity,WTT- electricity (generation),Vanuatu,Vanuatu,,kWh,kg CO2e,0.126662934,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2483,Scope 3,Electricity,WTT- electricity (generation),Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),,kWh,kg CO2e,0.04118435,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2484,Scope 3,Electricity,WTT- electricity (generation),Virgin Islands (British),Virgin Islands (British),,kWh,kg CO2e,0.143427048,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2485,Scope 3,Electricity,WTT- electricity (generation),Virgin Islands (U.S.),Virgin Islands (U.S.),,kWh,kg CO2e,0.140166436,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2486,Scope 3,Electricity,WTT- electricity (generation),Yemen,Yemen,,kWh,kg CO2e,0.125481489,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2487,Scope 3,Electricity,WTT- electricity (generation),Zambia,Zambia,,kWh,kg CO2e,0.024819223,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2488,Scope 3,Electricity,WTT- electricity (generation),Zimbabwe,Zimbabwe,,kWh,kg CO2e,0.066025739,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2489,Scope 3,Electricity,WTT- electricity (generation),French Guiana,French Guiana,,kWh,kg CO2e,0.04828189,2021,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2490,Scope 3,Electricity,WTT- electricity (generation),Guadeloupe,Guadeloupe,,kWh,kg CO2e,0.11082979,2021,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2491,Scope 3,Electricity,WTT- electricity (generation),Martinique,Martinique,,kWh,kg CO2e,0.115967859,2021,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2492,Scope 3,Electricity,WTT- electricity (generation),Reunion,Reunion,,kWh,kg CO2e,0.126971041,2021,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2493,Scope 3,Electricity,WTT- electricity (T & D),Argentina,Argentina,,kWh,kg CO2e,0.004293273,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2494,Scope 3,Electricity,WTT- electricity (T & D),Bangladesh,Bangladesh,,kWh,kg CO2e,0.013114995,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2495,Scope 3,Electricity,WTT- electricity (T & D),Bolivia,Bolivia,,kWh,kg CO2e,0.00605775,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2496,Scope 3,Electricity,WTT- electricity (T & D),Bosnia Herzegovina,Bosnia Herzegovina,,kWh,kg CO2e,0.011680273,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2497,Scope 3,Electricity,WTT- electricity (T & D),Brazil,Brazil,,kWh,kg CO2e,0.000329959,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2498,Scope 3,Electricity,WTT- electricity (T & D),Chile,Chile,,kWh,kg CO2e,0.001290448,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2499,Scope 3,Electricity,WTT- electricity (T & D),China,China,,kWh,kg CO2e,0.00426691,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2500,Scope 3,Electricity,WTT- electricity (T & D),Colombia,Colombia,,kWh,kg CO2e,0.001639539,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2501,Scope 3,Electricity,WTT- electricity (T & D),Costa Rica,Costa Rica,,kWh,kg CO2e,6.88E-05,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2502,Scope 3,Electricity,WTT- electricity (T & D),Ecuador,Ecuador,,kWh,kg CO2e,0.000815563,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2503,Scope 3,Electricity,WTT- electricity (T & D),Egypt,Egypt,,kWh,kg CO2e,0.010603468,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2504,Scope 3,Electricity,WTT- electricity (T & D),El Salvador,El Salvador,,kWh,kg CO2e,0.001301714,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2505,Scope 3,Electricity,WTT- electricity (T & D),Georgia,Georgia,,kWh,kg CO2e,0.000363701,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2506,Scope 3,Electricity,WTT- electricity (T & D),India,India,,kWh,kg CO2e,0.025265314,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2507,Scope 3,Electricity,WTT- electricity (T & D),Indonesia,Indonesia,,kWh,kg CO2e,0.010370057,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2508,Scope 3,Electricity,WTT- electricity (T & D),Iran (Islamic Republic of),Iran (Islamic Republic of),,kWh,kg CO2e,0.013383109,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2509,Scope 3,Electricity,WTT- electricity (T & D),Japan,Japan,,kWh,kg CO2e,0.002376898,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2510,Scope 3,Electricity,WTT- electricity (T & D),Kazakhstan,Kazakhstan,,kWh,kg CO2e,0.010684684,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2511,Scope 3,Electricity,WTT- electricity (T & D),Kenya,Kenya,,kWh,kg CO2e,0.000199731,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2512,Scope 3,Electricity,WTT- electricity (T & D),Kosovo,Kosovo,,kWh,kg CO2e,0.030850525,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2513,Scope 3,Electricity,WTT- electricity (T & D),Kuwait,Kuwait,,kWh,kg CO2e,0.011784569,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2514,Scope 3,Electricity,WTT- electricity (T & D),Malaysia,Malaysia,,kWh,kg CO2e,0.004917548,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2515,Scope 3,Electricity,WTT- electricity (T & D),Mexico,Mexico,,kWh,kg CO2e,0.007896918,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2516,Scope 3,Electricity,WTT- electricity (T & D),Moldova,Moldova,,kWh,kg CO2e,0.022935395,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2517,Scope 3,Electricity,WTT- electricity (T & D),Mongolia,Mongolia,,kWh,kg CO2e,0.022191974,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2518,Scope 3,Electricity,WTT- electricity (T & D),Montenegro,Montenegro,,kWh,kg CO2e,0.007340331,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2519,Scope 3,Electricity,WTT- electricity (T & D),Morocco,Morocco,,kWh,kg CO2e,0.013994787,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2520,Scope 3,Electricity,WTT- electricity (T & D),Myanmar,Myanmar,,kWh,kg CO2e,0.009523623,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2521,Scope 3,Electricity,WTT- electricity (T & D),New Zealand,New Zealand,,kWh,kg CO2e,0.000185807,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2522,Scope 3,Electricity,WTT- electricity (T & D),Nigeria,Nigeria,,kWh,kg CO2e,0.010674927,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2523,Scope 3,Electricity,WTT- electricity (T & D),North Macedonia,North Macedonia,,kWh,kg CO2e,0.01533678,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2524,Scope 3,Electricity,WTT- electricity (T & D),Norway,Norway,,kWh,kg CO2e,1.22E-05,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2525,Scope 3,Electricity,WTT- electricity (T & D),Oman,Oman,,kWh,kg CO2e,0.008191772,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2526,Scope 3,Electricity,WTT- electricity (T & D),Pakistan,Pakistan,,kWh,kg CO2e,0.007976038,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2527,Scope 3,Electricity,WTT- electricity (T & D),Peru,Peru,,kWh,kg CO2e,0.001778667,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2528,Scope 3,Electricity,WTT- electricity (T & D),Philippines (the),Philippines (the),,kWh,kg CO2e,0.012066917,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2529,Scope 3,Electricity,WTT- electricity (T & D),Puerto Rico,Puerto Rico,,kWh,kg CO2e,0.015016664,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2530,Scope 3,Electricity,WTT- electricity (T & D),Qatar,Qatar,,kWh,kg CO2e,0.005052521,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2531,Scope 3,Electricity,WTT- electricity (T & D),Russian Federation (the),Russian Federation (the),,kWh,kg CO2e,0.006255523,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2532,Scope 3,Electricity,WTT- electricity (T & D),Saudi Arabia,Saudi Arabia,,kWh,kg CO2e,0.007648932,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2533,Scope 3,Electricity,WTT- electricity (T & D),Serbia,Serbia,,kWh,kg CO2e,0.015939964,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2534,Scope 3,Electricity,WTT- electricity (T & D),Singapore,Singapore,,kWh,kg CO2e,0.001006486,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2535,Scope 3,Electricity,WTT- electricity (T & D),South Africa,South Africa,,kWh,kg CO2e,0.009964462,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2536,Scope 3,Electricity,WTT- electricity (T & D),South Korea,South Korea,,kWh,kg CO2e,0.005887013,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2537,Scope 3,Electricity,WTT- electricity (T & D),Switzerland,Switzerland,,kWh,kg CO2e,1.79E-05,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2538,Scope 3,Electricity,WTT- electricity (T & D),Taiwan,Taiwan,,kWh,kg CO2e,0.013498234,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2539,Scope 3,Electricity,WTT- electricity (T & D),Thailand,Thailand,,kWh,kg CO2e,0.004237851,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2540,Scope 3,Electricity,WTT- electricity (T & D),Tunisia,Tunisia,,kWh,kg CO2e,0.011383844,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2541,Scope 3,Electricity,WTT- electricity (T & D),Turkey,Turkey,,kWh,kg CO2e,0.006836867,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2542,Scope 3,Electricity,WTT- electricity (T & D),United Arab Emirates,United Arab Emirates,,kWh,kg CO2e,0.003770548,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2543,Scope 3,Electricity,WTT- electricity (T & D),Uruguay,Uruguay,,kWh,kg CO2e,0.000358407,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2544,Scope 3,Electricity,WTT- electricity (T & D),Viet Nam,Viet Nam,,kWh,kg CO2e,0.004805993,2023,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2545,Scope 3,Electricity,WTT- electricity (T & D),Afghanistan,Afghanistan,,kWh,kg CO2e,0.000531144,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2546,Scope 3,Electricity,WTT- electricity (T & D),Albania,Albania,,kWh,kg CO2e,3.12E-05,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2547,Scope 3,Electricity,WTT- electricity (T & D),Algeria,Algeria,,kWh,kg CO2e,0.017153974,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2548,Scope 3,Electricity,WTT- electricity (T & D),American Samoa,American Samoa,,kWh,kg CO2e,0.012082195,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2549,Scope 3,Electricity,WTT- electricity (T & D),Angola,Angola,,kWh,kg CO2e,0.000777712,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2550,Scope 3,Electricity,WTT- electricity (T & D),Antigua and Barbuda,Antigua and Barbuda,,kWh,kg CO2e,0.012082195,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2551,Scope 3,Electricity,WTT- electricity (T & D),Armenia,Armenia,,kWh,kg CO2e,0.00192034,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2552,Scope 3,Electricity,WTT- electricity (T & D),Aruba,Aruba,,kWh,kg CO2e,0.010116316,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2553,Scope 3,Electricity,WTT- electricity (T & D),Azerbaijan,Azerbaijan,,kWh,kg CO2e,0.014954015,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2554,Scope 3,Electricity,WTT- electricity (T & D),Bahamas (the),Bahamas (the),,kWh,kg CO2e,0.014198518,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2555,Scope 3,Electricity,WTT- electricity (T & D),Bahrain,Bahrain,,kWh,kg CO2e,0.007405502,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2556,Scope 3,Electricity,WTT- electricity (T & D),Barbados,Barbados,,kWh,kg CO2e,0.011852088,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2557,Scope 3,Electricity,WTT- electricity (T & D),Belarus,Belarus,,kWh,kg CO2e,0.004136219,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2558,Scope 3,Electricity,WTT- electricity (T & D),Belize,Belize,,kWh,kg CO2e,0.001561824,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2559,Scope 3,Electricity,WTT- electricity (T & D),Benin,Benin,,kWh,kg CO2e,0.010993253,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2560,Scope 3,Electricity,WTT- electricity (T & D),Bermuda,Bermuda,,kWh,kg CO2e,0.013781971,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2561,Scope 3,Electricity,WTT- electricity (T & D),Bhutan,Bhutan,,kWh,kg CO2e,1.62E-05,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2562,Scope 3,Electricity,WTT- electricity (T & D),Botswana,Botswana,,kWh,kg CO2e,0.019380846,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2563,Scope 3,Electricity,WTT- electricity (T & D),Brunei Darussalam,Brunei Darussalam,,kWh,kg CO2e,0.012050975,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2564,Scope 3,Electricity,WTT- electricity (T & D),Burkina Faso,Burkina Faso,,kWh,kg CO2e,0.00692658,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2565,Scope 3,Electricity,WTT- electricity (T & D),Burundi,Burundi,,kWh,kg CO2e,0.00192079,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2566,Scope 3,Electricity,WTT- electricity (T & D),Cabo Verde,Cabo Verde,,kWh,kg CO2e,0.010001119,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2567,Scope 3,Electricity,WTT- electricity (T & D),Cambodia,Cambodia,,kWh,kg CO2e,0.01003813,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2568,Scope 3,Electricity,WTT- electricity (T & D),Cameroon,Cameroon,,kWh,kg CO2e,0.002365313,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2569,Scope 3,Electricity,WTT- electricity (T & D),Cayman Islands (the),Cayman Islands (the),,kWh,kg CO2e,0.013432507,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2570,Scope 3,Electricity,WTT- electricity (T & D),Central African Republic (the),Central African Republic (the),,kWh,kg CO2e,0,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2571,Scope 3,Electricity,WTT- electricity (T & D),Chad,Chad,,kWh,kg CO2e,0.012815115,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2572,Scope 3,Electricity,WTT- electricity (T & D),Comoros (the),Comoros (the),,kWh,kg CO2e,0.013432507,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2573,Scope 3,Electricity,WTT- electricity (T & D),Congo (the Democratic Republic of the),Congo (the Democratic Republic of the),,kWh,kg CO2e,1.78E-05,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2574,Scope 3,Electricity,WTT- electricity (T & D),Congo (the),Congo (the),,kWh,kg CO2e,0.016061072,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2575,Scope 3,Electricity,WTT- electricity (T & D),Cook Islands (the),Cook Islands (the),,kWh,kg CO2e,0.00192079,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2576,Scope 3,Electricity,WTT- electricity (T & D),Cote d'Ivoire,Cote d'Ivoire,,kWh,kg CO2e,0.005221152,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2577,Scope 3,Electricity,WTT- electricity (T & D),Cuba,Cuba,,kWh,kg CO2e,0.015266606,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
2578,Scope 3,Electricity,WTT- electricity (T & D),Djibouti,Djibouti,,kWh,kg CO2e,0.015692281,2022,2024,https://ember-climate.org/data/data-tools/data-explorer/,11,"Calcualted using ratios used by DESNZ,UK, 2024. See file 011 for the calculations"
